2025-11-27 09:51:11 - MyAppLogger - INFO - lighter_adapter.py:84 - get_account_info success, account_index: 558819
2025-11-27 09:51:12 - MyAppLogger - INFO - lighter_adapter.py:84 - get_account_info success, account_index: 558819
2025-11-27 09:51:23 - MyAppLogger - INFO - lighter_adapter.py:84 - get_account_info success, account_index: 558819
2025-11-27 09:58:36 - MyAppLogger - INFO - lighter_adapter.py:96 - get_account_info success, account_index: 558819
2025-11-27 10:02:58 - MyAppLogger - INFO - lighter_adapter.py:114 - get_account_info success, account_index: 558819
2025-11-27 10:04:21 - MyAppLogger - INFO - lighter_adapter.py:127 - get_account_info success, account_index: 558819
2025-11-27 10:04:37 - MyAppLogger - INFO - lighter_adapter.py:127 - get_account_info success, account_index: 558819
2025-11-27 10:43:22 - MyAppLogger - INFO - lighter_adapter.py:133 - get_account_info success, account_index: 558819
2025-11-27 10:47:02 - MyAppLogger - INFO - lighter_adapter.py:148 - get_account_info success, account_index: 558819
2025-11-27 10:47:30 - MyAppLogger - INFO - lighter_adapter.py:148 - get_account_info success, account_index: 558819
